,user,type,subtype,ts,text,inviter,client_msg_id,team,user_team,source_team,user_profile,reactions,attachments,files,upload,display_as_bot
20,UQEBATVUY,message,,1573520613.0048,ok,,3ac469f5-b601-4349-a42f-d996d9c6562c,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gbc37daa06e3', 'image_72': 'https://secure.gravatar.com/avatar/bc37daa06e3c645ae6ff36831c40ddeb.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0014-72.png', 'first_name': '', 'real_name': 'rubiey123', 'display_name': 'rubiey123', 'team': 'TNRA2UMM5', 'name': 'hmani16', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
21,UQ2RLT06P,message,,1573520613.0049,ok great,,8fc170df-cf47-4f14-892f-63225f2d5a76,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g7d154f18137', 'image_72': 'https://secure.gravatar.com/avatar/7d154f18137d161447c73926911ce71d.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0011-72.png', 'first_name': '', 'real_name': 'Liliana', 'display_name': 'Liliana', 'team': 'TNRA2UMM5', 'name': 'jenniferjb', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
22,UQEC7USN9,message,,1573520631.0052,Okay,,d0e8e5a1-9f6c-403e-b74a-dacdd60b2b33,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g5ae44517875', 'image_72': 'https://secure.gravatar.com/avatar/5ae4451787555230052a35cf6fb64bac.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0007-72.png', 'first_name': 'Nastaran', 'real_name': 'Nastaran', 'display_name': 'Sam Martha', 'team': 'TNRA2UMM5', 'name': 'nkhalili', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
23,UNPEBLGE4,message,,1573520644.0053,"Please share with everybody at least 1 aspect you like and dislike about the town of Blacksburg. (eg Duckpond, TOTs, etc.) You may justify your pick and discuss it with others.
Does anyone have any questions or doubts?
You may start now and let me know when you’re finished",,5d38b683-e3b9-418c-bd56-43fc50cc0807,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gace7a247a6d', 'image_72': 'https://secure.gravatar.com/avatar/ace7a247a6d95227d558d9e6b36b6c56.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0015-72.png', 'first_name': 'Moderator', 'real_name': 'Moderator', 'display_name': 'Moderator', 'team': 'TNRA2UMM5', 'name': 'viralpasad', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
24,UQEAMPU80,message,,1573520700.0078,"I guess I will start.
So far, I in blacksburg, I like green's lol.
it has nice sushi.",,de08ee54-dbdb-461b-9259-bf986bb14cdb,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gee17d6e734b', 'image_72': 'https://secure.gravatar.com/avatar/ee17d6e734b5c505b9565f9680fab143.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0002-72.png', 'first_name': '', 'real_name': 'Senpai', 'display_name': 'Senpai', 'team': 'TNRA2UMM5', 'name': 'tausiftt52', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
25,UQEC7USN9,message,,1573520711.0087,"I love Hahn horticultural garden, it is so beautiful to take photos!",,e8766eb3-dd8d-462d-bf42-7a9a34035aee,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g5ae44517875', 'image_72': 'https://secure.gravatar.com/avatar/5ae4451787555230052a35cf6fb64bac.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0007-72.png', 'first_name': 'Nastaran', 'real_name': 'Nastaran', 'display_name': 'Sam Martha', 'team': 'TNRA2UMM5', 'name': 'nkhalili', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
26,UQDPTDNKW,message,,1573520726.0094,"I like the student aura of Blacksburg and how it is very safe and cheap.

I dislike the public transport system of Blacksburg. Especially over the weekends.",,02a2d1e9-1e50-4c56-9619-40cfec0720af,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g6b8014dcc81', 'image_72': 'https://secure.gravatar.com/avatar/6b8014dcc813811ac45237927174fc77.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0006-72.png', 'first_name': 'Mark', 'real_name': 'Mark Lawerence', 'display_name': 'Mark Lawerence', 'team': 'TNRA2UMM5', 'name': 'abhimanyu16', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
27,UQECP3ZL5,message,,1573520733.0101,What I like: I really enjoy the Huckleberry trail,,2b9453cd-1b6b-4e89-8252-67e2b095fb46,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'ga180003dc4f', 'image_72': 'https://secure.gravatar.com/avatar/a180003dc4f93f727a78b1ea64f16c65.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0010-72.png', 'first_name': 'Rob', 'real_name': 'Rob Matthew', 'display_name': 'Rob Matthew', 'team': 'TNRA2UMM5', 'name': 'jadekline', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
28,UQEC7USN9,message,,1573520746.0115,It is really colorful right now!,,267bcd16-5aa4-4ef4-b603-c9fbedaf5f3c,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g5ae44517875', 'image_72': 'https://secure.gravatar.com/avatar/5ae4451787555230052a35cf6fb64bac.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0007-72.png', 'first_name': 'Nastaran', 'real_name': 'Nastaran', 'display_name': 'Sam Martha', 'team': 'TNRA2UMM5', 'name': 'nkhalili', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
29,UQECP3ZL5,message,,1573520754.012,What I dislike: the traffic and how busy things get during game days,,a99b5edf-952c-4dfe-8f03-b3f78c400fb1,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'ga180003dc4f', 'image_72': 'https://secure.gravatar.com/avatar/a180003dc4f93f727a78b1ea64f16c65.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0010-72.png', 'first_name': 'Rob', 'real_name': 'Rob Matthew', 'display_name': 'Rob Matthew', 'team': 'TNRA2UMM5', 'name': 'jadekline', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
30,UQ2RLT06P,message,,1573520757.0124,One thing I like- the easy accessibility of hiking trails and outdoor recreations around the area because I enjoy hiking. One thing I dislike is the amount of culture around the college focused around football because I am not a fan!,,c80620f1-0041-4dde-b4a7-83d6f7d59efe,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g7d154f18137', 'image_72': 'https://secure.gravatar.com/avatar/7d154f18137d161447c73926911ce71d.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0011-72.png', 'first_name': '', 'real_name': 'Liliana', 'display_name': 'Liliana', 'team': 'TNRA2UMM5', 'name': 'jenniferjb', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
31,UQEBATVUY,message,,1573520770.0134,i really like the trails and nature here; i don't like the variety of stores available,,f08ada03-f8e4-440b-8d39-7ddef69f9fc1,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gbc37daa06e3', 'image_72': 'https://secure.gravatar.com/avatar/bc37daa06e3c645ae6ff36831c40ddeb.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0014-72.png', 'first_name': '', 'real_name': 'rubiey123', 'display_name': 'rubiey123', 'team': 'TNRA2UMM5', 'name': 'hmani16', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
32,UQ2RLT06P,message,,1573520771.0135,I also enjoy the huckleberry trail,,31d9a95e-70da-4073-8d39-71ddd20e8c37,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g7d154f18137', 'image_72': 'https://secure.gravatar.com/avatar/7d154f18137d161447c73926911ce71d.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0011-72.png', 'first_name': '', 'real_name': 'Liliana', 'display_name': 'Liliana', 'team': 'TNRA2UMM5', 'name': 'jenniferjb', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
33,UQGHE5U0N,message,,1573520793.0148,"I like the scenery here, its very beautiful. One thing I dislike is that its a small town and not in the city.",,f8fff0c9-1ac5-4026-8169-c88d740a3205,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gdc6726fe066', 'image_72': 'https://secure.gravatar.com/avatar/dc6726fe06607978569d1f6d4c09ccca.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0004-72.png', 'first_name': 'Alex', 'real_name': 'Alex Richards', 'display_name': '', 'team': 'TNRA2UMM5', 'name': 'samiha17', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
34,UQEAN2PA9,message,,1573520794.0149,"I like going to West End to eat, especially the pasta. I dislike the BT transportation system because the buses are almost always late on my route",,558c3487-5aee-422a-9dcb-f52cdadab37d,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g924884ad4bc', 'image_72': 'https://secure.gravatar.com/avatar/924884ad4bc213019955a1690c7d2d26.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0008-72.png', 'first_name': 'Garnet', 'real_name': 'Garnet', 'display_name': 'Garnet', 'team': 'TNRA2UMM5', 'name': 'chahn44', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
35,UQEAMPU80,message,,1573520796.015,<@UQ2RLT06P> I know that feel... people kinda go crazy over the game...,,ff39486a-8a71-4538-9cb4-d392109d2984,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gee17d6e734b', 'image_72': 'https://secure.gravatar.com/avatar/ee17d6e734b5c505b9565f9680fab143.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0002-72.png', 'first_name': '', 'real_name': 'Senpai', 'display_name': 'Senpai', 'team': 'TNRA2UMM5', 'name': 'tausiftt52', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
36,UQEAMPU80,message,,1573520825.0159,two of you actually wrote that you hate BT...but ...i heard it's the best in whole USA :neutral_face:,,136384f9-2976-4a9a-8468-49a69d770e71,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gee17d6e734b', 'image_72': 'https://secure.gravatar.com/avatar/ee17d6e734b5c505b9565f9680fab143.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0002-72.png', 'first_name': '', 'real_name': 'Senpai', 'display_name': 'Senpai', 'team': 'TNRA2UMM5', 'name': 'tausiftt52', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
37,UQEAMPU80,message,,1573520834.0164,I just don't wanna imagine how it is in rest of USA...,,1f8a6590-e8bc-48f0-8b8f-aa34b652b1c1,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gee17d6e734b', 'image_72': 'https://secure.gravatar.com/avatar/ee17d6e734b5c505b9565f9680fab143.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0002-72.png', 'first_name': '', 'real_name': 'Senpai', 'display_name': 'Senpai', 'team': 'TNRA2UMM5', 'name': 'tausiftt52', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
38,UQ6ACT40H,message,,1573520837.0165,I like our college campus...it's so beautiful...one of the best college campuses that i have witnessed as of yet. I have also started appreciating Blacksburg transit for being so punctual.,,80dbfe8e-e365-4c6d-8f45-e8aa4589109f,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g2225f23ac69', 'image_72': 'https://secure.gravatar.com/avatar/2225f23ac69189aa5df0115bf3ee293b.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0021-72.png', 'first_name': 'Sonam', 'real_name': 'Sonam D', 'display_name': 'Sydney Lee', 'team': 'TNRA2UMM5', 'name': 'sonamsd', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
39,UQEC7USN9,message,,1573520883.0184,I lived in a very big city for 23 years and then moved here! But love it now!,,925032f7-7475-4d77-9d50-d1a70d6c255f,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g5ae44517875', 'image_72': 'https://secure.gravatar.com/avatar/5ae4451787555230052a35cf6fb64bac.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0007-72.png', 'first_name': 'Nastaran', 'real_name': 'Nastaran', 'display_name': 'Sam Martha', 'team': 'TNRA2UMM5', 'name': 'nkhalili', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
40,UQ2RLT06P,message,,1573520889.0187,"I agree that BT transport is often late, but I lived in Boston previously where the public transport system is less predictable and always crowded, more so even then the buses to and from campus",,ccc9ce01-aca6-4abd-a129-da0b4516e939,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g7d154f18137', 'image_72': 'https://secure.gravatar.com/avatar/7d154f18137d161447c73926911ce71d.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0011-72.png', 'first_name': '', 'real_name': 'Liliana', 'display_name': 'Liliana', 'team': 'TNRA2UMM5', 'name': 'jenniferjb', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
41,UQEAMPU80,message,,1573520919.0198,"compared to my country's public transport, it feels like 5 stars tbh",,1187f47e-cecc-4eb6-a124-bff3b9e5aba2,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gee17d6e734b', 'image_72': 'https://secure.gravatar.com/avatar/ee17d6e734b5c505b9565f9680fab143.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0002-72.png', 'first_name': '', 'real_name': 'Senpai', 'display_name': 'Senpai', 'team': 'TNRA2UMM5', 'name': 'tausiftt52', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
42,UQ6ACT40H,message,,1573520929.0202,I started appreciating BT transit only after moving away from Blacksburg...the buses are clean and ALWAYS on time. And the routes within Blacksburg are good,,1b1a0740-2c52-4f1a-bf3b-2f0c054547ec,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g2225f23ac69', 'image_72': 'https://secure.gravatar.com/avatar/2225f23ac69189aa5df0115bf3ee293b.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0021-72.png', 'first_name': 'Sonam', 'real_name': 'Sonam D', 'display_name': 'Sydney Lee', 'team': 'TNRA2UMM5', 'name': 'sonamsd', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
43,UQEBATVUY,message,,1573520967.0228,"It's definitely really good service during the week, even if it is a little late. I think the weekends could be better/have more frequent buses but otherwise it's pretty good",,52f75d5c-144b-4003-acd6-69de52d4353b,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gbc37daa06e3', 'image_72': 'https://secure.gravatar.com/avatar/bc37daa06e3c645ae6ff36831c40ddeb.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0014-72.png', 'first_name': '', 'real_name': 'rubiey123', 'display_name': 'rubiey123', 'team': 'TNRA2UMM5', 'name': 'hmani16', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
44,UQECP3ZL5,message,,1573520971.0232,<@UQ6ACT40H> I agree about the buses being very clean,,fa5864a5-fba3-46c0-a4fa-96000450f2c0,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'ga180003dc4f', 'image_72': 'https://secure.gravatar.com/avatar/a180003dc4f93f727a78b1ea64f16c65.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0010-72.png', 'first_name': 'Rob', 'real_name': 'Rob Matthew', 'display_name': 'Rob Matthew', 'team': 'TNRA2UMM5', 'name': 'jadekline', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
45,UQEAN2PA9,message,,1573520977.0235,"I definitely have to disagree with you <@UQ6ACT40H>, my bus is pretty much always late and never predictable",,ebd2c56d-4e8c-4e8b-bde9-456acad9039c,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g924884ad4bc', 'image_72': 'https://secure.gravatar.com/avatar/924884ad4bc213019955a1690c7d2d26.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0008-72.png', 'first_name': 'Garnet', 'real_name': 'Garnet', 'display_name': 'Garnet', 'team': 'TNRA2UMM5', 'name': 'chahn44', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
46,UQEC7USN9,message,,1573520983.0238,<@UQ6ACT40H> You mentioned a good point! It is really clean.,,a12c169e-d250-4171-b47e-a01ef51e2e8d,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g5ae44517875', 'image_72': 'https://secure.gravatar.com/avatar/5ae4451787555230052a35cf6fb64bac.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0007-72.png', 'first_name': 'Nastaran', 'real_name': 'Nastaran', 'display_name': 'Sam Martha', 'team': 'TNRA2UMM5', 'name': 'nkhalili', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
47,UQ2RLT06P,message,,1573521008.0243,<@UQEAMPU80> and <@UQ6ACT40H> I agree also. I think the bus drivers are also pretty friendly for the most part!,,8cf8fca2-d4c7-428c-a26b-a0e32a2d9e31,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g7d154f18137', 'image_72': 'https://secure.gravatar.com/avatar/7d154f18137d161447c73926911ce71d.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0011-72.png', 'first_name': '', 'real_name': 'Liliana', 'display_name': 'Liliana', 'team': 'TNRA2UMM5', 'name': 'jenniferjb', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
48,UQEAMPU80,message,,1573521020.0247,they are! i really love it here!,,a0ea1b7d-5b2c-455b-87bc-0d142db96690,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gee17d6e734b', 'image_72': 'https://secure.gravatar.com/avatar/ee17d6e734b5c505b9565f9680fab143.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0002-72.png', 'first_name': '', 'real_name': 'Senpai', 'display_name': 'Senpai', 'team': 'TNRA2UMM5', 'name': 'tausiftt52', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
49,UQEAMPU80,message,,1573521031.0252,"like the buses might be late,
but they have like +-5 minutes",,0586b3d7-62d8-4d39-9387-77aa4739daf3,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gee17d6e734b', 'image_72': 'https://secure.gravatar.com/avatar/ee17d6e734b5c505b9565f9680fab143.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0002-72.png', 'first_name': '', 'real_name': 'Senpai', 'display_name': 'Senpai', 'team': 'TNRA2UMM5', 'name': 'tausiftt52', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
50,UQEAMPU80,message,,1573521035.0254,not like...hours of waiting,,f1603be6-2db3-4395-8655-8306e28e1aeb,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gee17d6e734b', 'image_72': 'https://secure.gravatar.com/avatar/ee17d6e734b5c505b9565f9680fab143.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0002-72.png', 'first_name': '', 'real_name': 'Senpai', 'display_name': 'Senpai', 'team': 'TNRA2UMM5', 'name': 'tausiftt52', 'is_restricted': False, 'is_ultra_restricted': False}",,,,,
