,type,subtype,ts,user,text,inviter,client_msg_id,team,user_team,source_team,user_profile,blocks,reactions,edited,files,upload,display_as_bot,thread_ts,reply_count,reply_users_count,latest_reply,reply_users,replies,subscribed,parent_user_id,attachments
16,message,,1580594777.0127,UTEH79KGD,Good public transportation system is one thing that I like about Blacksburg! It would have been really inconvenient if I had to drive to school everyday trying to look for a parking space.,,54809d8c-8962-4f96-afd5-633ef06da18c,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gee2e10debf2', 'image_72': 'https://secure.gravatar.com/avatar/ee2e10debf2f96133bc26b27693f610d.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0018-72.png', 'first_name': 'Michelle', 'real_name': 'Michelle', 'display_name': 'Michelle', 'team': 'TNRA2UMM5', 'name': 'saraho98', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'xDq', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Good public transportation system is one thing that I like about Blacksburg! It would have been really inconvenient if I had to drive to school everyday trying to look for a parking space.'}]}]}]",,,,,,,,,,,,,,
17,message,,1580594796.0138,USGB13WPM,Dislike: The weather (It's too fickle. I really feel like it should make up its mind sometimes),,e0059bb1-f66d-4e3d-b3a6-eacc875edd38,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g45734e5a56e', 'image_72': 'https://secure.gravatar.com/avatar/45734e5a56ea459db583562159a1df65.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0017-72.png', 'first_name': 'Mark', 'real_name': 'Mark Balfour Manuel', 'display_name': 'Mark', 'team': 'TNRA2UMM5', 'name': 'markbalf', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'gTIl', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': ""Dislike: The weather (It's too fickle. I really feel like it should make up its mind sometimes)""}]}]}]",,,,,,,,,,,,,,
18,message,,1580594802.0141,UTGD132FR,I like the Duckpond a lot as it is a very calming and relaxing spot on campus!,,4e4b01a8-4e5c-490d-a4c3-43784ec1e822,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gcb6e1ff56bf', 'image_72': 'https://secure.gravatar.com/avatar/cb6e1ff56bf009c8c46e878e597fe2f2.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0018-72.png', 'first_name': '', 'real_name': 'Amy', 'display_name': '', 'team': 'TNRA2UMM5', 'name': 'soumyak', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'FqOoh', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'I like the Duckpond a lot as it is a very calming and relaxing spot on campus!'}]}]}]",,,,,,,,,,,,,,
19,message,,1580594825.0151,UT3C6THNV,"Like: I like that Blacksburg is a college town. I feel like the entire city is run by VT and there’re student discounts everywhere.

Dislike: Transportation is so bad because the city isn’t very modern or urban. I’m used to there being 5 Ubers within 0.1 mile of me. In Blacksburg the closest Ubers is often 15 minutes away, in Christiansburg.",,6AAFE8D8-7165-40C3-A4CA-24584DEC7BAC,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gbcac882e2e8', 'image_72': 'https://secure.gravatar.com/avatar/bcac882e2e847a8b6e5f3c07b3a17220.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0011-72.png', 'first_name': 'Linda', 'real_name': 'Linda', 'display_name': '', 'team': 'TNRA2UMM5', 'name': 'ssun83', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'PEIuu', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Like: I like that Blacksburg is a college town. I feel like the entire city is run by VT and there’re student discounts everywhere.\n'}, {'type': 'text', 'text': '\n'}, {'type': 'text', 'text': 'Dislike: Transportation is so bad because the city isn’t very modern or urban. I’m used to there being 5 Ubers within 0.1 mile of me. In Blacksburg the closest Ubers is often 15 minutes away, in Christiansburg.'}]}]}]",,,,,,,,,,,,,,
20,message,,1580594840.0154,USGB13WPM,Like: The weather (It keeps things interesting XD),,9c6384d6-a575-4fa1-aab3-3d22e52c47e5,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g45734e5a56e', 'image_72': 'https://secure.gravatar.com/avatar/45734e5a56ea459db583562159a1df65.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0017-72.png', 'first_name': 'Mark', 'real_name': 'Mark Balfour Manuel', 'display_name': 'Mark', 'team': 'TNRA2UMM5', 'name': 'markbalf', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'BJ6', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Like: The weather (It keeps things interesting XD)'}]}]}]","[{'name': 'joy', 'users': ['UNPEBLGE4', 'UT3C6THNV'], 'count': 2}]",,,,,,,,,,,,,
21,message,,1580594869.0163,UTGD132FR,I dislike the drillfield because I dislike walking so much just to get to my classes.,,5ad5c775-ae3b-431a-af75-131d9007c838,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gcb6e1ff56bf', 'image_72': 'https://secure.gravatar.com/avatar/cb6e1ff56bf009c8c46e878e597fe2f2.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0018-72.png', 'first_name': '', 'real_name': 'Amy', 'display_name': '', 'team': 'TNRA2UMM5', 'name': 'soumyak', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'D/h', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'I dislike the drillfield because I dislike walking so much just to get to my classes.'}]}]}]","[{'name': '+1', 'users': ['USCN9R47L'], 'count': 1}]",,,,,,,,,,,,,
22,message,,1580594880.0169,UT3C6THNV,Lol dislikes: the weather. No matter how much it changes it’s always too freaking cold ,,617D9545-557D-4863-84DD-A29009B62FF1,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gbcac882e2e8', 'image_72': 'https://secure.gravatar.com/avatar/bcac882e2e847a8b6e5f3c07b3a17220.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0011-72.png', 'first_name': 'Linda', 'real_name': 'Linda', 'display_name': '', 'team': 'TNRA2UMM5', 'name': 'ssun83', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'NLBO', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Lol dislikes: the weather. No matter how much it changes it’s always too freaking cold '}]}]}]","[{'name': 'joy', 'users': ['USGB13WPM'], 'count': 1}]",,,,,,,,,,,,,
23,message,,1580594915.0177,UTGD132FR,I dislike the weather too,,575b504d-0fbf-47fb-a193-a43716a34d05,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gcb6e1ff56bf', 'image_72': 'https://secure.gravatar.com/avatar/cb6e1ff56bf009c8c46e878e597fe2f2.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0018-72.png', 'first_name': '', 'real_name': 'Amy', 'display_name': '', 'team': 'TNRA2UMM5', 'name': 'soumyak', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'uM0wc', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'I dislike the weather too'}]}]}]",,,,,,,,,,,,,,
24,message,,1580594922.0186,UTGD132FR,It is too unpredictable,,bf098392-64d2-4fb8-8207-942d9bdc4c0e,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gcb6e1ff56bf', 'image_72': 'https://secure.gravatar.com/avatar/cb6e1ff56bf009c8c46e878e597fe2f2.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0018-72.png', 'first_name': '', 'real_name': 'Amy', 'display_name': '', 'team': 'TNRA2UMM5', 'name': 'soumyak', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'MPVu', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'It is too unpredictable'}]}]}]",,,,,,,,,,,,,,
25,message,,1580594941.02,UTEH79KGD,I think the weather's okay as long as you carry your umbrella around haha,,df775826-8af8-417a-a950-7ae9605ef99e,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gee2e10debf2', 'image_72': 'https://secure.gravatar.com/avatar/ee2e10debf2f96133bc26b27693f610d.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0018-72.png', 'first_name': 'Michelle', 'real_name': 'Michelle', 'display_name': 'Michelle', 'team': 'TNRA2UMM5', 'name': 'saraho98', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'FI94/', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': ""I think the weather's okay as long as you carry your umbrella around haha""}]}]}]","[{'name': '+1', 'users': ['USGB13WPM'], 'count': 1}]",,,,,,,,,,,,,
26,message,,1580594943.0203,USX2C8VPY,"Like: The community and the feel of a small town. Not busy.
Dislike: The weather is too cold.",,f6d4abd7-5181-49f4-994a-59ab08b499be,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g96fd34d7338', 'image_72': 'https://secure.gravatar.com/avatar/96fd34d7338e5cc344ac7ec7f52199d5.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0008-72.png', 'first_name': 'Mehak', 'real_name': 'Mehak', 'display_name': 'coffee', 'team': 'TNRA2UMM5', 'name': 'mehak', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'LSZOM', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Like: The community and the feel of a small town. Not busy.\nDislike: The weather is too cold.'}]}]}]",,"{'user': 'USX2C8VPY', 'ts': '1580594950.000000'}",,,,,,,,,,,,
27,message,,1580594950.0207,UT3C6THNV,It’s really hard to say what I like about Blacksburg when I’ve gone nowhere in Blacksburg... because it’s too cold and the transportation is bad,,0FDFF516-7B76-4A65-A782-B4432EE90154,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gbcac882e2e8', 'image_72': 'https://secure.gravatar.com/avatar/bcac882e2e847a8b6e5f3c07b3a17220.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0011-72.png', 'first_name': 'Linda', 'real_name': 'Linda', 'display_name': '', 'team': 'TNRA2UMM5', 'name': 'ssun83', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'aOow', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'It’s really hard to say what I like about Blacksburg when I’ve gone nowhere in Blacksburg... because it’s too cold and the transportation is bad'}]}]}]",,,,,,,,,,,,,,
28,message,,1580594962.021,USGB13WPM,"Sometimes in the summer it gets way too hot and sunny. Thankfully, not for very long",,5888bac2-58ca-495e-94ad-c0a6cbc93839,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g45734e5a56e', 'image_72': 'https://secure.gravatar.com/avatar/45734e5a56ea459db583562159a1df65.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0017-72.png', 'first_name': 'Mark', 'real_name': 'Mark Balfour Manuel', 'display_name': 'Mark', 'team': 'TNRA2UMM5', 'name': 'markbalf', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'vLz7M', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Sometimes in the summer it gets way too hot and sunny. Thankfully, not for very long'}]}]}]",,,,,,,,,,,,,,
29,message,,1580594984.0213,USGB13WPM,I like the cold :grin:,,cdfd5db4-17e2-49d4-93d1-b355447c0b35,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g45734e5a56e', 'image_72': 'https://secure.gravatar.com/avatar/45734e5a56ea459db583562159a1df65.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0017-72.png', 'first_name': 'Mark', 'real_name': 'Mark Balfour Manuel', 'display_name': 'Mark', 'team': 'TNRA2UMM5', 'name': 'markbalf', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'UsQEm', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'I like the cold '}, {'type': 'emoji', 'name': 'grin'}]}]}]",,,,,,,,,,,,,,
30,message,,1580595039.0219,UQA6D5YFR,Hey this was great! Let’s move on?,,d6634a6e-604d-4182-8b3f-2a6451184e2c,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g9795d40e198', 'image_72': 'https://secure.gravatar.com/avatar/9795d40e198a49a2d20e527154027337.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0008-72.png', 'first_name': '', 'real_name': 'Moderator II', 'display_name': 'Moderator II', 'team': 'TNRA2UMM5', 'name': 'boyuan', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': '7hm', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Hey this was great! Let’s move on?'}]}]}]","[{'name': '+1', 'users': ['UT3C6THNV'], 'count': 1}]",,,,,,,,,,,,,
31,message,,1580595045.0222,UTEH79KGD,ok!,,a764694f-d947-4106-958d-a20921cf2dc7,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gee2e10debf2', 'image_72': 'https://secure.gravatar.com/avatar/ee2e10debf2f96133bc26b27693f610d.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0018-72.png', 'first_name': 'Michelle', 'real_name': 'Michelle', 'display_name': 'Michelle', 'team': 'TNRA2UMM5', 'name': 'saraho98', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': '6v8aZ', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'ok!'}]}]}]",,,,,,,,,,,,,,
32,message,,1580595048.0225,USGB13WPM,sure,,39e71e50-792a-4557-8eb8-87a014a972d1,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g45734e5a56e', 'image_72': 'https://secure.gravatar.com/avatar/45734e5a56ea459db583562159a1df65.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0017-72.png', 'first_name': 'Mark', 'real_name': 'Mark Balfour Manuel', 'display_name': 'Mark', 'team': 'TNRA2UMM5', 'name': 'markbalf', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'g0ki', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'sure'}]}]}]",,,,,,,,,,,,,,
33,message,,1580595059.0228,UTGD132FR,alright,,bba5ec67-8373-4cd5-aa7f-a8d9b1d84aa8,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gcb6e1ff56bf', 'image_72': 'https://secure.gravatar.com/avatar/cb6e1ff56bf009c8c46e878e597fe2f2.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0018-72.png', 'first_name': '', 'real_name': 'Amy', 'display_name': '', 'team': 'TNRA2UMM5', 'name': 'soumyak', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'igF', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'alright'}]}]}]",,,,,,,,,,,,,,
34,message,,1580595072.023,UQA6D5YFR,"Your task is to discuss with the members of your group, a time for a lunch/dinner meeting. You have to show a new Faculty Candidate around Blacksburg. The faculty candidate will be in town next week. We want to show off the restaurant scene in Blacksburg. We are unaware of his dietary restrictions. You are supposed to discuss select a (Restaurant) venue, meeting date, meeting time. Make sure that you are actually available at that time based on your schedule (for the sake of making this task more realistic). If impossible, find the time that works the best for most of you.",,b29b7fbd-f2a9-44bf-964e-952510e57d2f,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g9795d40e198', 'image_72': 'https://secure.gravatar.com/avatar/9795d40e198a49a2d20e527154027337.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0008-72.png', 'first_name': '', 'real_name': 'Moderator II', 'display_name': 'Moderator II', 'team': 'TNRA2UMM5', 'name': 'boyuan', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': '95Rl', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Your task is to discuss with the members of your group, a time for a lunch/dinner meeting. You have to show a new Faculty Candidate around Blacksburg. The faculty candidate will be in town next week. We want to show off the restaurant scene in Blacksburg. We are unaware of his dietary restrictions. You are supposed to discuss select a (Restaurant) venue, meeting date, meeting time. Make sure that you are actually available at that time based on your schedule (for the sake of making this task more realistic). If impossible, find the time that works the best for most of you.'}]}]}]",,,,,,,,,,,,,,
35,message,,1580595081.0232,UQA6D5YFR,Does anyone have any questions or doubts?,,cf13ea08-5438-408c-920a-6cc4e278472a,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g9795d40e198', 'image_72': 'https://secure.gravatar.com/avatar/9795d40e198a49a2d20e527154027337.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0008-72.png', 'first_name': '', 'real_name': 'Moderator II', 'display_name': 'Moderator II', 'team': 'TNRA2UMM5', 'name': 'boyuan', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'v67gB', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Does anyone have any questions or doubts?'}]}]}]",,,,,,,,,,,,,,
